id	classes_id	name	level	description	alternate	source	source_page
18	2	Override (EX)	9	<p>Your overload class feature now affects androids, drones, robots, and creatures with the technological subtype, which must succeed at a Will saving throw (DC = 10 + half your mechanic level + your Intelligence modifier) or be dazed for 1 round. If the target fails its saving throw by 10 or more, it is not dazed and you can dictate its actions for 1 round, though these actions can&rsquo;t be obviously self-destructive. Once a creature has attempted a saving throw against this attack (regardless of the result), it is immune to this attack for 24 hours.</p>	0	CRB	68
19	2	Coordinated Assault (EX)	11	<p>If you have a drone, whenever both you and your drone make attacks against the same target, you each receive a +1 circumstance bonus to your attack rolls. If you have an exocortex instead, whenever you and your exocortex are both attempting to hack a system, you each receive a +1 circumstance bonus to the checks to gain access. In either case, these bonuses increase to +2 at 17th level.</p>	0	CRB	68
20	2	Advanced Rig (EX)	13	<p>Your custom rig&rsquo;s computer functions gain a bonus firewall countermeasure (see page 217). This firewall has no additional cost, does not count against the maximum number of countermeasures your custom rig can have, and can block off a module or group of modules already protected by a firewall.<br />In addition, you can use your custom rig to communicate over an encrypted channel with your ship, allowing you to access the ship&rsquo;s sensors, control its security systems, and prepare its engines for takeoff (as well as use the encrypted communications functions of your expert rig) at a range of 50 miles. If you have a drone, you can issue commands to or directly control your drone over an encrypted channel at the same range.</p>	0	CRB	68
21	2	Control Net (EX)	17	<p>You are capable of operating multiple AIs, one in a drone and one in an exocortex. You must divide up your mechanic level between these different AIs, and each gains abilities based on the number of levels you assign to it. Every time you gain a level in mechanic, you can change the distribution of levels between these AIs using your custom rig after 24 hours of uninterrupted work. While each AI can act independently to the limits of its ability, you can control them as normal (although you can directly control only one AI at a time). If the number of levels assigned to your exocortex is less than your mechanic level, your exocortex grants a smaller increase to your base attack bonus when using combat tracking (see page 79), as noted in the table below. You gain additional exocortex abilities, such as wireless hack and multitasking, based upon the level you assign to it as normal.</p><h3>&nbsp;</h3><table class="right400"><tbody><tr><th>LEVELS ASSIGNED</th><th>INCREASE TO BASE ATTACK BONUS</th></tr><tr><td>1&ndash;4</td><td>+1</td></tr><tr><td>5&ndash;8</td><td>+2</td></tr><tr><td>9&ndash;12</td><td>+3</td></tr><tr><td>13&ndash;16</td><td>+4</td></tr><tr><td>17&ndash;20</td><td>+5</td></tr></tbody></table>	0	CRB	68
22	2	Ghost in the Machine (EX)	19	<p>When using your override class feature to affect an android, drone, robot, or creature with the technological subtype, a target that fails its saving throw by any amount is not dazed, and you can instead dictate its actions for the next round. These actions can&rsquo;t be obviously self-destructive. Once a creature has attempted a saving throw against this attack (regardless of the result), it is immune to this attack for 24 hours unless you spend 1 Resolve Point. You can continue to spend Resolve Points in this manner each round to make the creature susceptible to override again.</p>	0	CRB	68
23	2	Superior Rig (EX)	19	<p>Your custom rig&rsquo;s computer functions now gain bonus lockout and wipe countermeasures. You can use your custom rig normally even when its lockout is active (you have special authorization no one else can access under any circumstances), and while any wiped data cannot be recovered by anyone else (as if the data module were destroyed), you can automatically recover it with 8 hours of work. These countermeasures have no additional cost and do not count against the maximum number of countermeasures your custom rig can have.<br />Additionally, you can use your custom rig to communicate over an encrypted channel with your ship at a range encompassing a planet and its close orbit, allowing you to remotely pilot your starship from point to point on the same planet or to and from orbit (as well as use the encrypted communications functions of your expert and advanced rig at the same range). If you have a drone, you can issue commands to or directly control your drone over an encrypted channel at the same range.</p>	0	CRB	68
24	2	Tech Master	20	<p>You are a master of technology. You can spend 1 Resolve Point to craft any technological weapon, armor, or item at a rate of 1 minute per item level or spend 1 Resolve Point to convert any existing technological armor or weapon into another suit of armor or another weapon of equal or lesser value at a rate of 1 minute per item level. This uses the normal crafting rules presented on page 235, but the item being converted counts as its full value in crafting components. You cannot convert a onehanded weapon into a two-handed weapon. When converting an item into a cheaper item, any excess value is lost and cannot be reclaimed by converting the item back.</p>	0	CRB	68
25	3	Spells	1	<p>You cast spells drawn from the mystic spell list.&nbsp;To learn or cast a spell, you must have a Wisdom score equal to at least 10 + the spell&rsquo;s level. The Difficulty Class for a saving throw against your spell is 10 + the spell&rsquo;s level + your Wisdom modifier.<br />You can cast only a certain number of spells of each spell level per day. Your number of spells per day is given on Table 4&ndash;4: Mystic. In addition, you receive bonus spells per day if you have a Wisdom modifier of +1 or higher, as shown on Table 4&ndash;5: Mystic Bonus Spells&mdash;note that you only receive these bonus spells once you can cast spells of that level normally. You can also cast 0-level spells. These spells are cast like any other spell, but there is no limit to how many 0-level spells you can cast each day.<br />Your selection of spells is limited. You begin play knowing four 0-level spells and two 1st-level spells of your choice. At each new mystic level, you learn one or more new spells, as indicated on Table 4&ndash;6: Mystic Spells Known. Unlike spells per day, the number of spells you know isn&rsquo;t affected by your Wisdom modifier.<br />Every time you gain a level, you can swap out one spell you already know and learn a single new spell of the same level in its place. In effect, you lose the old spell in exchange for the new one. You must choose whether or not to swap the spell at the same time you gain new spells known for the level.<br />You can cast any mystic spell you know at any time, assuming you have not yet used up your allotment of spells per day for the spell&rsquo;s level. You can also cast a spell using a higher-level spell slot. For instance, if you want to cast a 1st-level spell but have used up all your 1st-level spells for the day, you can use a spell from a 2nd-level slot instead if you have one.<br />You can also decipher magical inscriptions that would otherwise be unintelligible or, as a full action, identify any spells encoded in a spell gem as a full action. This does not normally invoke the magic contained within, although it may do so in the case of a cursed or trapped spell gem.</p>	0	CRB	83
26	3	Connection	1	<p>You have a mysterious connection with some force that grants you magical powers. The exact nature of your connection can vary widely, and even mystics who share the same connection may interpret it differently. You must pick one connection upon taking your first level of mystic&mdash;once made, this choice can&rsquo;t be changed. Connections you can choose from begin on page 85.<br />Many mystics serve as priests of various gods, and while you can theoretically choose any type of connection with any entity or concept, deities rarely grant connections that don&rsquo;t fit within their ethos (for example, Weydan, the god of freedom, is unlikely to look kindly on overlords). As such, each connection lists the deities and philosophies commonly associated with it.</p>	0	CRB	83
27	3	Connection Power	1	<p>At 1st level, 3rd level, and every 3 levels thereafter, you gain a connection power unique to your connection. If a connection power allows a saving throw to resist its effects, the DC is equal to 10 + half your mystic level + your Wisdom modifier. If the power requires an enemy to attempt a skill check, the DC is equal to 10 + 1-1/2 &times; your mystic level + your Wisdom modifier.</p>	0	CRB	83
28	3	Connection Spell	1	<p>Your connection grants you additional spells known, one for each level of mystic spell you can cast, starting at 1st level and at any level when you normally gain access to a new spell level. These spells are in addition to the spells known listed on Table 4&ndash;6: Mystic Spells Known. These spells can&rsquo;t be exchanged for different spells at higher levels (except in specific cases; see below). The spell level of each spell is listed in your connection&rsquo;s entry.<br />If your connection lists a single variable-level spell (see page 330) for all spell levels at the start of its spells entry, you gain that variable-level spell when you first get your connection spell for each level. The next time you gain a connection spell, add the next higher level of the variable-level spell to your list of spells known. You immediately lose the lower-level version of that variable-level spell and replace it with the listed connection spell for that lower level.</p>	0	CRB	83
29	3	Healing Touch (SU)	1	<p>Once per day, you can spend 10 minutes to magically heal an ally up to 5 Hit Points per mystic level.</p>	0	CRB	84
30	3	Channel Skill (SU)	2	<p>You draw strange feelings, instincts, knowledge, and urges from your connection, augmenting your prowess in certain tasks. Each connection has two skills associated with it. You gain a +1 insight bonus to skill checks with your connection&rsquo;s associated skills. This bonus increases by 1 at 5th level and every 3 levels thereafter.</p>	0	CRB	84
31	3	Mindlink (SP)	2	<p>You can form a mental link with creatures you touch, communicating information rapidly through it. You can use mindlink at will as a spell-like ability, though only once per day on any given individual.</p>	0	CRB	84
32	3	Weapon Specialization (EX)	3	<p>You gain Weapon Specialization as a bonus feat for each weapon type this class grants you proficiency with.</p>	0	CRB	84
33	3	Telepathic Bond (SP)	11	<p>As a standard action, you can form a telepathic link with up to six other willing creatures, allowing you to communicate telepathically at great distances. This functions as telepathic bond, except the duration is permanent. You can have only one telepathic bond active in this way at any given time; creating a new telepathic bond immediately ends the previous one.</p>	0	CRB	84
34	3	Transcendence (SP)	19	<p>You are close to becoming one with your connection. You can cast each of your connection spells once per day without consuming a spell slot. In addition, you learn how to temporarily transcend your physical form. Once per day, you can spend 1 Resolve Point to project your consciousness outside of your physical body in the form of an intangible psychic image of yourself. This counts as a 6th-level illusion effect and lasts for a number of rounds equal to your mystic level. While your consciousness is projected, your physical body is considered blind, deaf, and helpless, but you can return to your body as a swift action. You control your psychic image as though it was your own body, and your senses perceive only what the image can see and hear. You move with a fly speed of 60 feet and perfect maneuverability. You can pass through solid objects as though you were incorporeal, but you can&rsquo;t go farther into a solid object than your space (5 feet for a Medium creature). You can&rsquo;t directly affect physical objects. Your projected consciousness is immune to most attacks or effects, whether or not they affect incorporeal creatures, but mindaffecting effects have their full effect on you.<br />You can cast any mystic spell or spell-like ability with a range of touch or greater from your projected consciousness. The spells affect other targets normally. You can&rsquo;t cast any spells on your projected consciousness except for illusion spells. You need not maintain line of effect to your projected consciousness, but if you cross into another plane, even momentarily (including via Drift travel), your mind immediately returns to your physical body.</p>	0	CRB	84
35	3	Enlightenment (SU)	20	<p>You achieve enlightenment, becoming a living incarnation of your connection. You no longer age, nor do you die of old age. Once per day as a move action, you can enter a state of total communion with your connection that lasts for 1 minute. During this time, you gain a +4 insight bonus to attack rolls, saving throws, and skill checks, and you gain 20 temporary Resolve Points that you can use only on connection powers. Any unspent temporary Resolve Points disappear at the end of this minute. In addition, once per week, you can cast miracle as a spell-like ability.</p>	0	CRB	84
36	4	Operative's Edge (EX)	1	<p>Your diverse training as an operative grants you a +1 insight bonus to initiative checks and to skill checks. This bonus increases by 1 at 3rd level and every 4 levels thereafter.</p>	0	CRB	93
37	4	Specialization	1	<p>Your specialization represents your primary area of expertise. Pick one specialization upon taking your 1st level of the operative class. Once made, this choice cannot be changed. Descriptions of the specializations appear on page 94. Your specialization grants you the Skill Focus feat (see page 161) in your specialization&rsquo;s associated skills, and you gain a free skill rank in each of those skills at each operative level (this does not allow you to exceed the maximum number of skill ranks in a single skill).</p>	0	CRB	93
38	4	Specialization Exploit	5	<p>You gain your specialization&rsquo;s listed exploit as a bonus operative exploit, even if you don&rsquo;t meet the prerequisites.</p>	0	CRB	93
39	4	Specialization Skill Mastery	7	<p>You become so confident in certain skills that you can use them reliably even under adverse conditions. When attempting a skill check with a skill in which you have the Skill Focus feat, you can take 10 even if stress or distractions would normally prevent you from doing so.</p>	0	CRB	93
40	4	Specialization Power	11	<p>You gain a special power depending on the specialization you chose at 1st level.</p>	0	CRB	93
41	4	Trick Attack (EX)	1	<p>You can trick or startle a foe and then attack when she drops her guard. As a full action, you can move up to your speed. Whether or not you moved, you can then make an attack with a melee weapon with the operative special property or with any small arm. Just before making your attack, attempt a Bluff, Intimidate, or Stealth check (or a check associated with your specialization; see page 94) with a DC equal to 20 + your target&rsquo;s CR. If you succeed at the check, you deal 1d4 additional damage and the target is flat-footed. This damage increases to 1d8 at 3rd level, to 3d8 at 5th level, and by an additional 1d8 every 2 levels thereafter. You can&rsquo;t use this ability with a weapon that has the unwieldy special property or that requires a full action to make a single attack.</p>	0	CRB	93
42	4	Evasion (EX)	2	<p>If you succeed at a Reflex save against an effect that normally has a partial effect on a successful save, you instead suffer no effect. You gain this benefit only when unencumbered and wearing light armor or no armor, and you lose the benefit when you are helpless or otherwise unable to move.</p>	0	CRB	93
43	4	Operative Exploit (EX)	2	<p>As you gain experience, you learn special tricks called operative exploits. You learn your first operative exploit at 2nd level, and you learn an additional exploit every 2 levels thereafter. If an operative exploit allows a saving throw to resist its effects, the DC is equal to 10 + half your operative level + your Dexterity modifier. If it requires an enemy to attempt a skill check, the DC is equal to 10 + 1-1/2 &times; your operative level + your Dexterity modifier. The list of operative exploits appear on page 95. You cannot learn the same exploit more than once unless it specially says otherwise.</p>	0	CRB	93
44	4	Quick Movement (EX)	3	<p>As long as you are unencumbered and wearing light armor or no armor, your land speed increases by 10 feet. At 9th level, your land speed instead increases by 20 feet, and at 15th level, your land speed instead increases by 30 feet.</p>	0	CRB	93
45	4	Weapon Specialization (EX)	3	<p>You gain the Weapon Specialization feat as a bonus feat for each weapon type with which this class grants you proficiency.</p>	0	CRB	94
46	4	Debilitating Trick (EX)	4	<p>When you hit an enemy with a trick attack, you can make the creature flat-footed or off-target until the beginning of your next turn. You might learn exploits that grant you additional options for your debilitating trick, but you can select only one option each time you hit with a trick attack.</p>	0	CRB	94
47	4	Uncanny Agility (EX)	7	<p>You are immune to the flat-footed condition, and your opponent doesn&rsquo;t gain any bonuses to attack rolls against you from flanking you or attacking you when you&rsquo;re prone. Furthermore, covering fire and harrying fire don&rsquo;t provide any advantage against you.</p>	0	CRB	94
48	4	Triple Attack (EX)	8	<p>When making a full attack using only melee weapons with the operative special property or small arms, you can make up to three attacks instead of two.</p>	0	CRB	94
49	4	Quad Attack (EX)	13	<p>When making a full attack using only melee weapons with the operative special property or small arms, you can make up to four attacks instead of two.</p>	0	CRB	94
50	4	Double Debilitation	17	<p>When you hit an enemy with a trick attack, you can apply two of the effects from your debilitating trick.</p>	0	CRB	94
51	4	Supreme Operative (EX)	20	<p>Whenever you attempt a skill check with your specialization&rsquo;s associated skills, you can roll twice and take the higher result. Once per day as a move action, you can temporarily trade out one of your operative exploits for another operative exploit requiring the same level or lower. This trade lasts 24 hours. If the exploit you trade away is a prerequisite for any of your other abilities, you lose all abilities that require it as a prerequisite for the duration.</p>	0	CRB	94
52	5	Skill Adept	1	<p>As part of the process that led you to become a solarian, you gained additional insight and training. Choose two additional skills and add them to your list of class skills.</p>	0	CRB	101
53	5	Solar Manifestation (SU)	1	<p>At 1st level, you gain a physical manifestation of your stellar power. The base form of your solar manifestation, when not actively in use, is a mote of stellar energy slightly smaller than your fist that hovers near your head. Beyond the solar mote, your manifestation can take one of two additional forms: armor or a weapon. You must pick one solar manifestation (either armor or a weapon) upon taking your first level of solarian. You also choose whether your solar manifestation (in any form) either glows brightly with one color common to stars (including blue, red, white, or yellow) or is the perfect darkness of a black hole. A glowing solar manifestation, regardless of its form, sheds dim light in a 20-foot radius. You can shut off the light or darkness as a standard action in order to blend in or assist in stealth, but whenever you enter a stellar mode (see page 102), the glow or darkness returns immediately. Once made, these choices cannot be changed.<br />Only you can interact with your solar manifestation, whether in mote, armor, or weapon form. No other creature or effect can affect your solar manifestation in any way, including disarming or sundering it.</p>	0	CRB	101
54	5	Stellar Mode (SU)	1	<p>The stellar forces you call on are attuned to either photons (representing the power of stars to emit heat, light, and plasma) or gravitons (representing the power of stars to attract and imprison objects through gravity). The ultimate expression of photon power is the supernova, when all of a star&rsquo;s energy is exerted outward, while the ultimate expression of graviton power is the black hole, where gravity is so strong that nothing, not even light, can escape it. The balance between these two opposing cosmic forces is the source of your power, and your stellar mode represents the strength of your connection with one or both of these forces&mdash;a relationship that shifts from one moment to the next as you use your stellar revelations.<br />When in battle, you enter a state of metaphysical alignment with cosmic forces. At the start of your first turn in combat, if you are conscious, you must choose one of three stellar modes: graviton, photon, or unattuned (see below).<br />At the start of each subsequent turn of combat, you must choose to either stay in your current stellar mode or to become unattuned. If you choose to stay in your mode, you gain another attunement point for that mode. As long as you have 1 or 2 attunement points in a mode, you are attuned to that mode. Once you reach 3 attunement points in a mode, you become fully attuned to that mode. Some of your stellar revelations are zenith revelations, which can be used only when you&rsquo;re fully attuned to one mode or the other. When you are fully attuned, you cannot gain more points in your mode, but you stay fully attuned until combat ends, your stellar mode ends, or you become unattuned. If you choose to become unattuned, you lose all attunement points you&rsquo;ve accrued so far. At the start of your next turn, you can enter a new stellar mode or stay unattuned.<br />At the end of combat, your stellar mode ends. If you fall unconscious during an encounter, you become unattuned. If you regain consciousness while still under threat, you can enter a stellar mode on your first turn after regaining consciousness, as if it were the first round of combat; if combat ends before you regain consciousness, your stellar mode ends. If you are not in a stellar mode, for any reason, you are considered unattuned for the purposes of your stellar revelations.<br />When you&rsquo;re not in combat, you can&rsquo;t enter a stellar mode. This ability manifests only in high-stakes situations, when your training takes over and connects your mind to the universe. There needs to be some risk to you for your stellar mode to activate, so you must be facing a significant enemy (see page 242). If there&rsquo;s any doubt about whether you&rsquo;re in combat or able to access your stellar mode, the GM decides. This also means that your stellar mode might end before what was previously a dangerous battle is over, once all that remains are dregs that don&rsquo;t pose a real threat to you.</p>	0	CRB	102
55	5	Stellar Revelation	1	<p>As you gain experience, you uncover new secrets about the powers of energy, gravity, stars, and other fundamental sources of cosmic power that grant you the ability to channel these forces and manifest potent preternatural powers. At 1st level, you automatically learn the black hole and supernova stellar revelations. At 2nd level and every 2 levels thereafter, you learn an additional stellar revelation. You cannot select the same stellar revelation more than once unless it says otherwise. You can choose any stellar revelations you wish, but if you have more photon revelations than graviton revelations, or vice versa, it is more difficult to become fully attuned in either mode (see Disproportionate Revelations on page 104).&nbsp;The list of stellar revelations begins on page 103.<br />Stellar revelations normally note what kind of action they require. If a stellar revelation does not note the kind of action it takes and it modifies some other action (such as an attack or skill check), it can be used as part of that action. If a stellar revelation allows a saving throw to resist its effects, the DC is equal to 10 + half your solarian level + your Charisma modifier. A revelation that says it lasts for 1 round or until you leave the associated mode lasts for whichever of these durations is longer. You can use stellar revelations both in and out of combat, but since you can&rsquo;t enter a stellar mode outside of battle, any revelation that lasts for 1 round or as long as you&rsquo;re in a stellar mode lasts only 1 round if you&rsquo;re not in combat.</p>	0	CRB	102
56	5	Sidereal Influence (SU)	3	<p>You can tap into stellar forces outside of battle, using the properties of gravitons or photons to affect your skill use. At 3rd level, choose two skills from the lists below, one from the graviton list and one from the photon list. At 11th level and again at 19th level, choose two more skills. Each time you pick skills, choose one from the graviton list and one from the photon list.<br />To use your sidereal influence, you must spend 1 minute in meditation, then choose either graviton skills or photon skills. When attempting a skill check with one of your selected skills of the chosen type (either graviton or photon), you can roll 1d6 and add the result as an insight bonus to your check. This ability lasts until you enter combat, fall unconscious, sleep, or meditate again to choose a different skill type. You can reactivate this ability by meditating again for 1 minute.</p><ul><li><strong>Graviton Skills:</strong>&nbsp;Bluff (Cha), Disguise (Cha), Mysticism (Wis), Sense Motive (Wis), Stealth (Dex)</li><li><strong>Photon Skills:</strong>&nbsp;Culture (Int), Diplomacy (Cha), Intimidate (Cha), Medicine (Int), Survival (Wis)</li></ul>	0	CRB	103
57	5	Weapon Specialization (EX)	3	<p>You gain Weapon Specialization as a bonus feat for each weapon type for which this class grants you proficiency. If you selected solar weapon as your solar manifestation, it gains the benefit of Weapon Specialization as if it were an advanced melee weapon.</p>	0	CRB	103
